>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PBPA009_152MM_AP_100LBS.bulletDetonator changed in second object (was 0.025, is 0.005)
root.PRSC506_Molotov_1943.A_Hull.armor.65626 changed in second object (was 13.0, is 10.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65584 changed in second object (was 19.0, is 13.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65585 changed in second object (was 19.0, is 13.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65598 changed in second object (was 30.0, is 20.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65603 changed in second object (was 19.0, is 13.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65622 changed in second object (was 19.0, is 18.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65623 changed in second object (was 19.0, is 16.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65625 changed in second object (was 13.0, is 10.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65628 changed in second object (was 30.0, is 20.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65629 changed in second object (was 19.0, is 13.0)
root.PRSC506_Molotov_1943.A_Hull.armor.65630 changed in second object (was 19.0, is 13.0)
root.PRSC506_Molotov_1943.A_Hull.maxRepairCost changed in second object (was 28500, is 0)
root.PJSD014_Tachibana_1912_Asus.A_Hull_1912.fuelFee changed in second object (was 0, is 2000)
root.PJSD014_Tachibana_1912_Asus.A_Hull_1912.maxRepairCost changed in second object (was 2500, is 0)
root.PJAD003_D4Y2.costCR changed in second object (was 800, is 450)
root.PASB017_Montana_1945.HullDefault.armor.65584 changed in second object (was 28.0, is 32.0)
root.PASB017_Montana_1945.HullDefault.armor.65585 changed in second object (was 28.0, is 32.0)
root.PASB017_Montana_1945.HullDefault.armor.65593 changed in second object (was 38.0, is 29.0)
root.PASB017_Montana_1945.HullDefault.armor.65630 changed in second object (was 28.0, is 32.0)
root.PASB017_Montana_1945.HullDefault.armor.65629 changed in second object (was 28.0, is 32.0)
root.PASB017_Montana_1945.HullDefault.fuelFee changed in second object (was 46000, is 180000)
root.PASB017_Montana_1945.HullDefault.maxRepairCost changed in second object (was 225000, is 0)
root.PJSD106_Fubuki.A_Hull_1943.maxRepairCost changed in second object (was 27000, is 0)
root.PJSD106_Fubuki.A_Hull_1943.fuelFee changed in second object (was 2900, is 23000)
root.PJSD106_Fubuki.A_Hull_1943.armor.65584 changed in second object (was 12.0, is 16.0)
root.PJSD106_Fubuki.A_Hull_1943.armor.65592 changed in second object (was 15.0, is 16.0)
root.PJSD106_Fubuki.A_Hull_1943.armor.131128 changed in second object (was 12.0, is 16.0)
root.PJSD106_Fubuki.A_Hull_1943.armor.65629 changed in second object (was 12.0, is 16.0)
root.PJSD106_Fubuki.B_Hull_1943.fuelFee changed in second object (was 2900, is 23000)
root.PJSD106_Fubuki.B_Hull_1943.armor.65584 changed in second object (was 12.0, is 16.0)
root.PJSD106_Fubuki.B_Hull_1943.armor.65592 changed in second object (was 15.0, is 16.0)
root.PJSD106_Fubuki.B_Hull_1943.armor.131128 changed in second object (was 12.0, is 16.0)
root.PJSD106_Fubuki.B_Hull_1943.armor.65629 changed in second object (was 12.0, is 16.0)
root.PJSD106_Fubuki.B_Hull_1943.maxRepairCost changed in second object (was 27000, is 0)
root.PASB506_Arizona_1941.A_Hull.fuelFee changed in second object (was 3000, is 21850)
root.PASB506_Arizona_1941.A_Hull.maxRepairCost changed in second object (was 36000, is 0)
root.PASB506_Arizona_1941.groupCustom.RU removed in first object
root.PASC012_Pensacola_1944.B_Hull_1944.fuelFee changed in second object (was 8000, is 42000)
root.PASC012_Pensacola_1944.B_Hull_1944.armor.65630 changed in second object (was 19.0, is 16.0)
root.PASC012_Pensacola_1944.B_Hull_1944.armor.65584 changed in second object (was 19.0, is 16.0)
root.PASC012_Pensacola_1944.B_Hull_1944.armor.65585 changed in second object (was 19.0, is 16.0)
root.PASC012_Pensacola_1944.B_Hull_1944.armor.65629 changed in second object (was 19.0, is 16.0)
root.PASC012_Pensacola_1944.B_Hull_1944.maxRepairCost changed in second object (was 45000, is 0)
root.PASC012_Pensacola_1944.A_Hull_1942.fuelFee changed in second object (was 8000, is 42000)
root.PASC012_Pensacola_1944.A_Hull_1942.armor.65630 changed in second object (was 19.0, is 16.0)
root.PASC012_Pensacola_1944.A_Hull_1942.armor.65584 changed in second object (was 19.0, is 16.0)
root.PASC012_Pensacola_1944.A_Hull_1942.armor.65585 changed in second object (was 19.0, is 16.0)
root.PASC012_Pensacola_1944.A_Hull_1942.armor.65629 changed in second object (was 19.0, is 16.0)
root.PASC012_Pensacola_1944.A_Hull_1942.maxRepairCost changed in second object (was 45000, is 0)
root.PASD709_Black.A_Hull.fuelFee changed in second object (was 21000, is 120000)
root.PASD709_Black.A_Hull.armor.131128 changed in second object (was 12.0, is 19.0)
root.PASD709_Black.A_Hull.armor.65584 changed in second object (was 12.0, is 19.0)
root.PASD709_Black.A_Hull.armor.65585 changed in second object (was 12.0, is 19.0)
root.PASD709_Black.A_Hull.armor.65593 changed in second object (was 13.0, is 19.0)
root.PASD709_Black.A_Hull.armor.65625 changed in second object (was 12.0, is 13.0)
root.PASD709_Black.A_Hull.armor.65626 changed in second object (was 12.0, is 13.0)
root.PASD709_Black.A_Hull.armor.65629 changed in second object (was 12.0, is 19.0)
root.PASD709_Black.A_Hull.maxRepairCost changed in second object (was 130000, is 0)
root.PASD709_Black.ShipModernization.ModernizationSlot6.mods[2] removed in first object
root.PRSC109_Dmitry_Donskoy.A_Hull.fuelFee changed in second object (was 21000, is 120000)
root.PRSC109_Dmitry_Donskoy.A_Hull.maxRepairCost changed in second object (was 140000, is 0)
root.PRSC109_Dmitry_Donskoy.B_Hull.fuelFee changed in second object (was 21000, is 120000)
root.PRSC109_Dmitry_Donskoy.B_Hull.maxRepairCost changed in second object (was 140000, is 0)
root.PRSC109_Dmitry_Donskoy.C_Hull.fuelFee changed in second object (was 21000, is 120000)
root.PRSC109_Dmitry_Donskoy.C_Hull.maxRepairCost changed in second object (was 140000, is 0)
root.PAAF012_Vought_F4U.costCR changed in second object (was 1200, is 600)
root.PASB802_FALSE_ENEMY_Michigan.A_Hull.fuelFee changed in second object (was 0, is 3000)
root.PASB802_FALSE_ENEMY_Michigan.A_Hull.maxRepairCost changed in second object (was 4500, is 0)
root.PAAD013_Douglas_SBD5.costCR changed in second object (was 550, is 350)
root.PASC004_St_Louis_1906.A_Hull_1906.fuelFee changed in second object (was 0, is 3000)
root.PASC004_St_Louis_1906.A_Hull_1906.maxRepairCost changed in second object (was 4000, is 0)
root.PASC004_St_Louis_1906.B_Hull_1924.fuelFee changed in second object (was 0, is 3000)
root.PASC004_St_Louis_1906.B_Hull_1924.maxRepairCost changed in second object (was 4000, is 0)
root.PBSC106_Leander.A_Hull.armor.65584 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.A_Hull.armor.65585 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.A_Hull.armor.65603 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.A_Hull.armor.196695 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.A_Hull.armor.65629 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.A_Hull.armor.65630 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.A_Hull.fuelFee changed in second object (was 3200, is 23000)
root.PBSC106_Leander.A_Hull.maxRepairCost changed in second object (was 28000, is 0)
root.PBSC106_Leander.ShipModernization.ModernizationSlot4.mods[1] changed in second object (was PCM024_Engine_Mod_II, is PCM025_SteeringGear_Mod_II)
root.PBSC106_Leander.ShipModernization.ModernizationSlot4.mods[2] removed in second object
root.PBSC106_Leander.AB2_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC106_Leander.AB1_Torpedoes.HP_BGT_2.timeBetweenShots changed in second object (was 1.0, is 0.2)
root.PBSC106_Leander.B_Hull.armor.65584 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.B_Hull.armor.65585 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.B_Hull.armor.65603 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.B_Hull.armor.196695 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.B_Hull.armor.65629 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.B_Hull.armor.65630 changed in second object (was 16.0, is 13.0)
root.PBSC106_Leander.B_Hull.fuelFee changed in second object (was 3200, is 23000)
root.PBSC106_Leander.B_Hull.maxRepairCost changed in second object (was 28000, is 0)
root.PBSC106_Leander.AB_Engine.forwardEngineForsagMaxSpeed changed in second object (was 2.5, is 30.225)
root.PBSC106_Leander.AB_Engine.backwardEngineForsagMaxSpeed changed in second object (was 2.5, is 5.0)
root.PBSC106_Leander.AB_Engine.forwardEngineForsag changed in second object (was 2.5, is 1.75)
root.PBSC106_Leander.ShipAbilities.AbilitySlot2.abils[4][0] changed in second object (was PCY007_SpeedBooster, is PCY006_SmokeGenerator)
root.PBSC106_Leander.ShipAbilities.AbilitySlot2.abils[4][1] changed in second object (was UK_CL, is UK_Lvl_6)
root.PBSC106_Leander.ShipAbilities.AbilitySlot2.abils[5][0] changed in second object (was PCY015_SpeedBoosterPremium, is PCY014_SmokeGeneratorPremium)
root.PBSC106_Leander.ShipAbilities.AbilitySlot2.abils[5][1] changed in second object (was UK_CL_PREM, is UK_Lvl_6_Gold)
root.PJSB001_Kawachi_1912.A_Hull_1912.fuelFee changed in second object (was 0, is 3000)
root.PJSB001_Kawachi_1912.A_Hull_1912.maxRepairCost changed in second object (was 4500, is 0)
root.PJSB001_Kawachi_1912.B_Hull_1919.fuelFee changed in second object (was 0, is 3000)
root.PJSB001_Kawachi_1912.B_Hull_1919.maxRepairCost changed in second object (was 4500, is 0)
root.PGSB105_Koenig.A_Hull.fuelFee changed in second object (was 1500, is 11500)
root.PGSB105_Koenig.A_Hull.maxRepairCost changed in second object (was 16000, is 0)
root.PGSB105_Koenig.B_Hull.fuelFee changed in second object (was 1500, is 11500)
root.PGSB105_Koenig.B_Hull.maxRepairCost changed in second object (was 16000, is 0)
root.PGSB105_Koenig.C_Hull.fuelFee changed in second object (was 1500, is 11500)
root.PGSB105_Koenig.C_Hull.maxRepairCost changed in second object (was 16000, is 0)
root.PJSB003_Myogi_1912.A_Hull.fuelFee changed in second object (was 0, is 5000)
root.PJSB003_Myogi_1912.A_Hull.maxRepairCost changed in second object (was 7000, is 0)
root.PJSB003_Myogi_1912.B_Hull.fuelFee changed in second object (was 0, is 5000)
root.PJSB003_Myogi_1912.B_Hull.maxRepairCost changed in second object (was 7000, is 0)
root.PJSB003_Myogi_1912.C_Hull.fuelFee changed in second object (was 0, is 5000)
root.PJSB003_Myogi_1912.C_Hull.maxRepairCost changed in second object (was 7000, is 0)
root.PASD027_Wickes_1918.B_Hull_1925.fuelFee changed in second object (was 0, is 3000)
root.PASD027_Wickes_1918.B_Hull_1925.maxRepairCost changed in second object (was 3500, is 0)
root.PASD027_Wickes_1918.A_Hull_1918.fuelFee changed in second object (was 0, is 3000)
root.PASD027_Wickes_1918.A_Hull_1918.maxRepairCost changed in second object (was 3500, is 0)
root.PCEE050_Leningrad removed in first object
>> finished comparing
