>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PRGM113_149mm60_DrhTr_SK_C25.smokePenalty changed in second object (was 0.0001, is 0.6)
root.PZSD508_LoYang.A1_Artillery.HP_ZGM_1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PZSD508_LoYang.A1_Artillery.HP_ZGM_4.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PJGM152_127mm50_Type_B.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PBGM024_6in50_QF_Mk_V.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PJSB010_Nagato_1944.A1_410_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 8.38)
root.PJSB010_Nagato_1944.A1_410_45.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 8.38)
root.PJSB010_Nagato_1944.A1_410_45.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 8.38)
root.PJSB010_Nagato_1944.A1_410_45.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 8.38)
root.PJSB010_Nagato_1944.B1_410_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 8.38)
root.PJSB010_Nagato_1944.B1_410_45.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 8.38)
root.PJSB010_Nagato_1944.B1_410_45.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 8.38)
root.PJSB010_Nagato_1944.B1_410_45.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 8.38)
root.PGSB106_Bayern.A1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 6.66)
root.PGSB106_Bayern.A1_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 6.66)
root.PGSB106_Bayern.A1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 6.66)
root.PGSB106_Bayern.A1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 6.66)
root.PGSB106_Bayern.B1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 6.66)
root.PGSB106_Bayern.B1_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 6.66)
root.PGSB106_Bayern.B1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 6.66)
root.PGSB106_Bayern.B1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 6.66)
root.PBGM058_16_5in_45_MkII_Cubic.smokePenalty changed in second object (was 0.0001, is 13.41)
root.PASD002_Sampson_1917.AB1_Artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.06)
root.PASD002_Sampson_1917.AB1_Artillery.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.06)
root.PASD002_Sampson_1917.AB1_Artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.06)
root.PASD002_Sampson_1917.AB1_Artillery.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.06)
root.PASC707_Flint.A1_Artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PASC707_Flint.A1_Artillery.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PASC707_Flint.A1_Artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PASC707_Flint.A1_Artillery.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PASC707_Flint.A1_Artillery.HP_AGM_6.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PASC707_Flint.A1_Artillery.HP_AGM_5.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PBSD605_Anthony_Event.A1_Artillery.HP_BGM_2.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PBSD605_Anthony_Event.A1_Artillery.HP_BGM_3.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PBSD605_Anthony_Event.A1_Artillery.HP_BGM_1.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PBSD605_Anthony_Event.A1_Artillery.HP_BGM_4.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJGM144_200mm50_Type_E_RF.smokePenalty changed in second object (was 0.0001, is 0.98)
root.PBUA622_ART_NELSON.costCR changed in second object (was 520000, is 0)
root.PFGM048_130mm_40_Mle_1919.smokePenalty changed in second object (was 0.0001, is 1.0)
root.PFSC106_La_Galissonniere.AB1_Artillery.HP_FGM_3.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PFSC106_La_Galissonniere.AB1_Artillery.HP_FGM_1.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PFSC106_La_Galissonniere.AB1_Artillery.HP_FGM_2.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PAGM119_6in_50_Mk8.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRGM075_180mm_CM_3_Radar.smokePenalty changed in second object (was 0.0001, is 1.05)
root.PRSD210_Grozovoy_pr_40N.A1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PRSD210_Grozovoy_pr_40N.A1_Artillery.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PRSD210_Grozovoy_pr_40N.A1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PGSD109_Z_46.AB1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PGSD109_Z_46.AB1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PGSD109_Z_46.AB1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSC708_ARP_Takao.ArtilleryDefault.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC708_ARP_Takao.ArtilleryDefault.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC708_ARP_Takao.ArtilleryDefault.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC708_ARP_Takao.ArtilleryDefault.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC708_ARP_Takao.ArtilleryDefault.HP_JGM_5.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PASB018_Iowa_1944.C_Artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PASB018_Iowa_1944.C_Artillery.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PASB018_Iowa_1944.C_Artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PASB018_Iowa_1944.A_Artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PASB018_Iowa_1944.A_Artillery.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PASB018_Iowa_1944.A_Artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PASB018_Iowa_1944.B_Artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PASB018_Iowa_1944.B_Artillery.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PASB018_Iowa_1944.B_Artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PRGM009_130mm_B_13.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSD102_SM_Storojevoy.ArtilleryDefault.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.06)
root.PRSD102_SM_Storojevoy.ArtilleryDefault.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 0.06)
root.PRSD102_SM_Storojevoy.ArtilleryDefault.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.06)
root.PJGM055_100mm65_Type98.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PJSD708_HSF_Harekaze.C_Artillery.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PJSD708_HSF_Harekaze.C_Artillery.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PJSD708_HSF_Harekaze.C_Artillery.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PJSD708_HSF_Harekaze.A_Artillery.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD708_HSF_Harekaze.A_Artillery.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD708_HSF_Harekaze.A_Artillery.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD708_HSF_Harekaze.B_Artillery.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PJSD708_HSF_Harekaze.B_Artillery.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PJSD708_HSF_Harekaze.B_Artillery.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PJGM014_203mm50_Type_C_RF.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJGM146_203mm50_Type_E.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PAGM012_16in45_Mk6.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PJGM046_410mm45_Type3.smokePenalty changed in second object (was 0.0001, is 8.38)
root.PAGM096_6in50_MK6.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRGM088_152mm_45_Canet.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PGGM092_88mm45_SK_L45.smokePenalty changed in second object (was 0.0001, is 0.04)
root.PAGM006_8in55_CA32.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PASA508_Enterprise.A_Hull.armourDeck[0] changed in second object (was 25.0, is -1)
root.PASA508_Enterprise.A_Hull.armourDeck[1] changed in second object (was 38.0, is -1)
root.PASA508_Enterprise.A_Hull.armourCit[0] changed in second object (was 32.0, is -1)
root.PASA508_Enterprise.A_Hull.armourCit[1] changed in second object (was 102.0, is -1)
root.PASA508_Enterprise.A_Hull.armourCas[0] changed in second object (was 21.0, is -1)
root.PASA508_Enterprise.A_Hull.armourCas[1] changed in second object (was 21.0, is -1)
root.PASA508_Enterprise.A_Hull.armourExtremities[0] changed in second object (was 21.0, is -1)
root.PASA508_Enterprise.A_Hull.armourExtremities[1] changed in second object (was 21.0, is -1)
root.PASA508_Enterprise.groupCustom.EU removed in first object
root.PASA508_Enterprise.groupCustom.ST removed in first object
root.PFSC109_Saint_Louis.AB1_Artillery.HP_FGM_3.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PFSC109_Saint_Louis.AB1_Artillery.HP_FGM_1.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PFSC109_Saint_Louis.AB1_Artillery.HP_FGM_2.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PGGM024_105mm_Schnelladegeschutz_L40.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PCBX017.artillery.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.51)
root.PCBX017.artillery.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.51)
root.PCBX013.artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PCBX013.artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PCBX019.artillery.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 1.0)
root.PCBX018.artillery.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.51)
root.PCBX018.artillery.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.51)
root.PASC805_FALSE_ENEMY_Erie_1936.A1_127_51.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASC805_FALSE_ENEMY_Erie_1936.A1_127_51.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASC805_FALSE_ENEMY_Erie_1936.A1_127_51.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASC805_FALSE_ENEMY_Erie_1936.A1_127_51.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PJGM126_120mm45_Type_10.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PRSD109_Pr_48_Kiev.AB1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PRSD109_Pr_48_Kiev.AB1_Artillery.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PRSD109_Pr_48_Kiev.AB1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PCBC023_PCGM003.artillery.HP_CGM_1.smokePenalty changed in second object (was 0.0001, is 1.0)
root.PBSB108_Monarch.A1_Artillery.HP_BGM_2.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PBSB108_Monarch.A1_Artillery.HP_BGM_3.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PBSB108_Monarch.A1_Artillery.HP_BGM_1.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PBSB108_Monarch.B1_Artillery.HP_BGM_2.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PBSB108_Monarch.B1_Artillery.HP_BGM_3.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PBSB108_Monarch.B1_Artillery.HP_BGM_1.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PGGM063_280mm_SK_L45_LC_1906.smokePenalty changed in second object (was 0.0001, is 2.76)
root.PFGM007_330_52_Mle_1931_prem.smokePenalty changed in second object (was 0.0001, is 8.72)
root.PASD005_Farragut_1944.C1_127_38.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD005_Farragut_1944.C1_127_38.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD005_Farragut_1944.C1_127_38.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD005_Farragut_1944.C1_127_38.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD005_Farragut_1944.AB1_127_38.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD005_Farragut_1944.AB1_127_38.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD005_Farragut_1944.AB1_127_38.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD005_Farragut_1944.AB1_127_38.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD005_Farragut_1944.AB1_127_38.HP_AGM_5.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PZGM005_5in38_Mk30_Mod1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGSB109_Friedrich_der_Grosse.A1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 8.12)
root.PGSB109_Friedrich_der_Grosse.A1_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 8.12)
root.PGSB109_Friedrich_der_Grosse.A1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 8.12)
root.PGSB109_Friedrich_der_Grosse.A1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 8.12)
root.PGSB109_Friedrich_der_Grosse.B2_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 13.5)
root.PGSB109_Friedrich_der_Grosse.B2_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 13.5)
root.PGSB109_Friedrich_der_Grosse.B2_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 13.5)
root.PGSB109_Friedrich_der_Grosse.B2_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 13.5)
root.PGSB109_Friedrich_der_Grosse.B1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 8.12)
root.PGSB109_Friedrich_der_Grosse.B1_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 8.12)
root.PGSB109_Friedrich_der_Grosse.B1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 8.12)
root.PGSB109_Friedrich_der_Grosse.B1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 8.12)
root.PBGM507_15in42_MK2.smokePenalty changed in second object (was 0.0001, is 6.72)
root.PGSC506_Admiral_Graf_Spee.A_Hull.armourDeck[0] changed in second object (was 19.0, is -1)
root.PGSC506_Admiral_Graf_Spee.A_Hull.armourDeck[1] changed in second object (was 70.0, is -1)
root.PGSC506_Admiral_Graf_Spee.A_Hull.armourExtremities[0] changed in second object (was 19.0, is -1)
root.PGSC506_Admiral_Graf_Spee.A_Hull.armourExtremities[1] changed in second object (was 50.0, is -1)
root.PGSC506_Admiral_Graf_Spee.A_Hull.armourCit[0] changed in second object (was 40.0, is -1)
root.PGSC506_Admiral_Graf_Spee.A_Hull.armourCit[1] changed in second object (was 100.0, is -1)
root.PGSC506_Admiral_Graf_Spee.A_Hull.armourCas[0] changed in second object (was 19.0, is -1)
root.PGSC506_Admiral_Graf_Spee.A_Hull.armourCas[1] changed in second object (was 19.0, is -1)
root.PGSC506_Admiral_Graf_Spee.A1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 4.14)
root.PGSC506_Admiral_Graf_Spee.A1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 4.14)
root.PGSC506_Admiral_Graf_Spee.groupCustom.EU removed in first object
root.PGSC506_Admiral_Graf_Spee.ShipUpgradeInfo.PGUT605_GRAF_TORP.shotDelay changed in second object (was 90.0, is 0)
root.PGSC506_Admiral_Graf_Spee.ShipUpgradeInfo.PGUA603_GRAF_ART.distance[0] changed in second object (was 16010, is 0)
root.PGSC506_Admiral_Graf_Spee.ShipUpgradeInfo.PGUA603_GRAF_ART.distance[1] changed in second object (was 16010, is 0)
root.PGSC506_Admiral_Graf_Spee.ShipUpgradeInfo.PGUA603_GRAF_ART.rotationSpeed[0] changed in second object (was 7.2, is 0.0)
root.PGSC506_Admiral_Graf_Spee.ShipUpgradeInfo.PGUA603_GRAF_ART.rotationSpeed[1] changed in second object (was 8.0, is 0.0)
root.PGSC506_Admiral_Graf_Spee.ShipUpgradeInfo.PGUA603_GRAF_ART.shotDelay changed in second object (was 20.0, is 0)
root.PASD029_Sims_1941.ArtilleryDefault.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD029_Sims_1941.ArtilleryDefault.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD029_Sims_1941.ArtilleryDefault.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD029_Sims_1941.ArtilleryDefault.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PBSC110_Minotaur.A1_Artillery.HP_BGM_2.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PBSC110_Minotaur.A1_Artillery.HP_BGM_3.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PBSC110_Minotaur.A1_Artillery.HP_BGM_1.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PBSC110_Minotaur.A1_Artillery.HP_BGM_4.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PBSC110_Minotaur.A1_Artillery.HP_BGM_5.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PRSC010_Diana_1905_Asus.ArtilleryDefault.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRSC010_Diana_1905_Asus.ArtilleryDefault.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRSC010_Diana_1905_Asus.ArtilleryDefault.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRSC010_Diana_1905_Asus.ArtilleryDefault.HP_RGM_6.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRSC010_Diana_1905_Asus.ArtilleryDefault.HP_RGM_7.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRSC010_Diana_1905_Asus.ArtilleryDefault.HP_RGM_4.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRSC010_Diana_1905_Asus.ArtilleryDefault.HP_RGM_5.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PRSC010_Diana_1905_Asus.ArtilleryDefault.HP_RGM_8.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PJSC013_Kuma_1938.AB1_Artillery.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.17)
root.PJSC013_Kuma_1938.AB1_Artillery.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.17)
root.PJSC013_Kuma_1938.AB1_Artillery.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.17)
root.PJSC013_Kuma_1938.AB1_Artillery.HP_JGM_6.smokePenalty changed in second object (was 0.0001, is 0.17)
root.PJSC013_Kuma_1938.AB1_Artillery.HP_JGM_7.smokePenalty changed in second object (was 0.0001, is 0.17)
root.PJSC013_Kuma_1938.AB1_Artillery.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 0.17)
root.PJSC013_Kuma_1938.AB1_Artillery.HP_JGM_5.smokePenalty changed in second object (was 0.0001, is 0.17)
root.PJSC009_Mogami_1935.ABC1_Artillery.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.69)
root.PJSC009_Mogami_1935.ABC1_Artillery.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.69)
root.PJSC009_Mogami_1935.ABC1_Artillery.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.69)
