>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PCPA023_140mm_BASIC_MG_AP.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 8.5)
root.PCPA011_102mm_BASIC_MG_AP.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 10.0)
root.PASC707_Flint.A1_Artillery.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC707_Flint.A1_Artillery.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC707_Flint.A1_Artillery.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC707_Flint.A1_Artillery.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC707_Flint.A1_Artillery.HP_AGM_6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC707_Flint.A1_Artillery.HP_AGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJGM144_200mm50_Type_E_RF.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAGM033_14in50_3Gun_Turret.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGPA056_283MM_AP_PZ_GR_L3_2.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 6.0)
root.PJGM063_203mm50_Type_C_RF_mod.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGPA025_210MM_AP_PSGR_L3_1.bulletCapNormalizeMaxAngle changed in second object (was 5.0, is 7.0)
root.PRGM075_180mm_CM_3_Radar.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PCGM202_200mm_BASIC_2_barrel.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSD102_SM_Storojevoy.ArtilleryDefault.HP_RGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSD102_SM_Storojevoy.ArtilleryDefault.HP_RGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSD102_SM_Storojevoy.ArtilleryDefault.HP_RGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJGM014_203mm50_Type_C_RF.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC999_Yubari_Special.ArtilleryDefault.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC999_Yubari_Special.ArtilleryDefault.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJGM146_203mm50_Type_E.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAPA055_305mm_AP_AP_870lbs.bulletCapNormalizeMaxAngle changed in second object (was 5.0, is 6.0)
root.PJPA001_Shell_356mm_AP_APC_Type_91.bulletCapNormalizeMaxAngle changed in second object (was 5.25, is 6.0)
root.PJGM046_410mm45_Type3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAGM096_6in50_MK6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJW005_Kongou.goldRetrainingPrice removed in second object
root.PJW005_Kongou.baseTrainingHirePrice removed in second object
root.PJW005_Kongou.moneyRetrainingPrice removed in second object
root.PJW005_Kongou.goldTrainingHirePrice removed in second object
root.PJW005_Kongou.moneyTrainingHirePrice removed in second object
root.PRGM088_152mm_45_Canet.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGPA048_380MM_AP_APC_L_4_4_B.bulletCapNormalizeMaxAngle changed in second object (was 5.05, is 6.0)
root.PGGM082_305mm_50_Drh_LC_1909.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAGM006_8in55_CA32.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRGM009_130mm_B_13.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGGM024_105mm_Schnelladegeschutz_L40.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJGM029_155mm50_Type_91.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGPA054_283MM_AP_SCHARNHORST.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 6.0)
root.PASC805_FALSE_ENEMY_Erie_1936.A1_127_51.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC805_FALSE_ENEMY_Erie_1936.A1_127_51.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC805_FALSE_ENEMY_Erie_1936.A1_127_51.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC805_FALSE_ENEMY_Erie_1936.A1_127_51.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC805_FALSE_ENEMY_Erie_1936.A_Hull_1936.health changed in second object (was 9900.0, is 4950.0)
root.PCPA043_410mm_BASIC_MG_AP.bulletCapNormalizeMaxAngle changed in second object (was 5.05, is 6.0)
root.PAGM131_4in50_Twin_Mount_shield.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSD109_Pr_48_Kiev.permoflages[0] changed in second object (was PREP509_Pr_48_Kiev, is PCEP117_Permo_Upgr_7_lvl)
root.PRSD109_Pr_48_Kiev.AB1_Artillery.HP_RGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSD109_Pr_48_Kiev.AB1_Artillery.HP_RGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSD109_Pr_48_Kiev.AB1_Artillery.HP_RGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRGM037_6in45_Cane.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGGM063_280mm_SK_L45_LC_1906.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB109_Friedrich_der_Grosse.A1_Artillery.HP_GGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB109_Friedrich_der_Grosse.A1_Artillery.HP_GGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB109_Friedrich_der_Grosse.A1_Artillery.HP_GGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB109_Friedrich_der_Grosse.A1_Artillery.HP_GGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB109_Friedrich_der_Grosse.B2_Artillery.HP_GGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB109_Friedrich_der_Grosse.B2_Artillery.HP_GGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB109_Friedrich_der_Grosse.B2_Artillery.HP_GGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB109_Friedrich_der_Grosse.B2_Artillery.HP_GGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB109_Friedrich_der_Grosse.B1_Artillery.HP_GGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB109_Friedrich_der_Grosse.B1_Artillery.HP_GGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB109_Friedrich_der_Grosse.B1_Artillery.HP_GGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB109_Friedrich_der_Grosse.B1_Artillery.HP_GGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJGM097_356mm45.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSA012_Zuikaku_1944.permoflages[0] changed in second object (was PJEP112_Zuikaku_1944, is PCEP118_Permo_Upgr_8_lvl)
root.PGSC001_Hermelin_1940.AB1_Artillery removed in second object
root.PGSC001_Hermelin_1940.AB2_Artillery removed in second object
root.PGSC001_Hermelin_1940.B_Hull removed in second object
root.PGSC001_Hermelin_1940.battleLevel.pvp[0] changed in second object (was 2, is 1)
root.PGSC001_Hermelin_1940.battleLevel.pvp[1] removed in second object
root.PGSC001_Hermelin_1940.battleLevel.pve[0] changed in second object (was 2, is 1)
root.PGSC001_Hermelin_1940.battleLevel.pve[1] removed in second object
root.PGSC001_Hermelin_1940.AB1_FireControl removed in second object
root.PGSC001_Hermelin_1940.AB1_Engine removed in second object
root.PGSC001_Hermelin_1940.ShipUpgradeInfo.PGUA002_C1_ART_TOP removed in second object
root.PGSC001_Hermelin_1940.ShipUpgradeInfo.PGUE001_C1_ENG_STOCK.components.engine[0] changed in second object (was AB1_Engine, is A_Engine)
root.PGSC001_Hermelin_1940.ShipUpgradeInfo.PGUA001_C1_ART_STOCK.components.artillery[0] changed in second object (was AB1_Artillery, is A_Artillery)
root.PGSC001_Hermelin_1940.ShipUpgradeInfo.PGUH001_HERMELIN_A.components.airDefense[0] changed in second object (was AB_AirDefense, is A_AirDefense)
root.PGSC001_Hermelin_1940.ShipUpgradeInfo.PGUH001_HERMELIN_A.components.hull[0] changed in second object (was B_Hull, is A_Hull)
root.PGSC001_Hermelin_1940.ShipUpgradeInfo.PGUH001_HERMELIN_A.components.artillery[0] changed in second object (was AB1_Artillery, is A_Artillery)
root.PGSC001_Hermelin_1940.ShipUpgradeInfo.PGUH001_HERMELIN_A.components.artillery[1] removed in second object
root.PGSC001_Hermelin_1940.ShipUpgradeInfo.PGUH001_HERMELIN_A.components.directors[0] changed in second object (was AB_Directors, is A_Directors)
root.PGSC001_Hermelin_1940.ShipUpgradeInfo.PGUH001_HERMELIN_A.components.finders[0] changed in second object (was AB_Finders, is A_Finders)
root.PGSC001_Hermelin_1940.ShipUpgradeInfo.PGUS001_SUO.components.fireControl[0] changed in second object (was AB1_FireControl, is A1_FireControl)
root.PGSC001_Hermelin_1940.ShipUpgradeInfo.PGUS002_SUO removed in first object
root.PGSC001_Hermelin_1940.AB_Directors removed in second object
root.PGSC001_Hermelin_1940.AB_AirDefense removed in second object
root.PGSC001_Hermelin_1940.AB_Finders removed in second object
root.PGSC001_Hermelin_1940.A_Hull removed in first object
root.PGSC001_Hermelin_1940.A1_FireControl removed in first object
root.PGSC001_Hermelin_1940.A_Directors removed in first object
root.PGSC001_Hermelin_1940.A_Artillery removed in first object
root.PGSC001_Hermelin_1940.A2_FireControl removed in first object
root.PGSC001_Hermelin_1940.A_Engine removed in first object
root.PGSC001_Hermelin_1940.A_AirDefense removed in first object
root.PGSC001_Hermelin_1940.A_Finders removed in first object
root.PASD029_Sims_1941.permoflages[0] changed in second object (was PAEP529_Sims_1941, is PCEP107_Permo_Prem_High_lvl)
root.PASD029_Sims_1941.ArtilleryDefault.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD029_Sims_1941.ArtilleryDefault.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD029_Sims_1941.ArtilleryDefault.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD029_Sims_1941.ArtilleryDefault.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD029_Sims_1941.nativePermoflage changed in second object (was PAEP529_Sims_1941, is PCEP107_Permo_Prem_High_lvl)
root.PASD029_Sims_1941.groupCustom.CN changed in second object (was special, is premium)
root.PGPA014_105MM_AP_SAP_PZ_GR.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 10.0)
root.PJSC013_Kuma_1938.AB1_Artillery.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC013_Kuma_1938.AB1_Artillery.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC013_Kuma_1938.AB1_Artillery.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC013_Kuma_1938.AB1_Artillery.HP_JGM_6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC013_Kuma_1938.AB1_Artillery.HP_JGM_7.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC013_Kuma_1938.AB1_Artillery.HP_JGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC013_Kuma_1938.AB1_Artillery.HP_JGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC009_Mogami_1935.permoflages[0] changed in second object (was PJEP409_Mogami_1935, is PCEP118_Permo_Upgr_8_lvl)
root.PJSC009_Mogami_1935.ABC1_Artillery.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC009_Mogami_1935.ABC1_Artillery.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC009_Mogami_1935.ABC1_Artillery.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC009_Mogami_1935.ABC1_Artillery.HP_JGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC009_Mogami_1935.ABC1_Artillery.HP_JGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC009_Mogami_1935.BC2_Artillery.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC009_Mogami_1935.BC2_Artillery.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC009_Mogami_1935.BC2_Artillery.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC009_Mogami_1935.BC2_Artillery.HP_JGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC009_Mogami_1935.BC2_Artillery.HP_JGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGGM500_406_52_SKC34_Barbara.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC002_Diana_1905.permoflages[0] changed in second object (was PREP402_Diana_1905, is PCEP103_Permo_Prem_Low_lvl)
root.PRSC002_Diana_1905.ArtilleryDefault.HP_RGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC002_Diana_1905.ArtilleryDefault.HP_RGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC002_Diana_1905.ArtilleryDefault.HP_RGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC002_Diana_1905.ArtilleryDefault.HP_RGM_6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC002_Diana_1905.ArtilleryDefault.HP_RGM_7.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC002_Diana_1905.ArtilleryDefault.HP_RGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC002_Diana_1905.ArtilleryDefault.HP_RGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC002_Diana_1905.ArtilleryDefault.HP_RGM_8.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC002_Diana_1905.nativePermoflage changed in second object (was PREP402_Diana_1905, is PCEP103_Permo_Prem_Low_lvl)
root.PRSC002_Diana_1905.groupCustom.EU changed in second object (was special, is premium)
root.PRSC002_Diana_1905.groupCustom.NA changed in second object (was special, is premium)
root.PRSC002_Diana_1905.groupCustom.CN changed in second object (was special, is premium)
root.PRSC002_Diana_1905.groupCustom.RU changed in second object (was special, is premium)
root.PZPA002_130_AP_ANSHAN.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 10.0)
root.PAGM151_8in55_Mk14_Mod1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASA010_Ranger_1944.permoflages[0] changed in second object (was PAEP110_Ranger_1944, is PCEP117_Permo_Upgr_7_lvl)
root.PRGM094_130MM_55_B7.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRPA011_130MM_AP_PB_46_B2U.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 10.0)
root.PWGM004_120mm_Bofors_wz34_36_single.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGGM020_149mm60_DrhTr_C25.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PBSD503_Campbeltown_1941.permoflages[0] changed in second object (was PBEP503_Campbeltown, is PCEP103_Permo_Prem_Low_lvl)
root.PBSD503_Campbeltown_1941.A1_Artillery.HP_BGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PBSD503_Campbeltown_1941.A1_Artillery.HP_BGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PBSD503_Campbeltown_1941.A1_Artillery.HP_BGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PBSD503_Campbeltown_1941.nativePermoflage changed in second object (was PBEP503_Campbeltown, is PCEP103_Permo_Prem_Low_lvl)
root.PBSD503_Campbeltown_1941.groupCustom.EU changed in second object (was special, is premium)
root.PBSD503_Campbeltown_1941.groupCustom.NA changed in second object (was special, is premium)
root.PBSD503_Campbeltown_1941.groupCustom.CN changed in second object (was special, is premium)
root.PBSD503_Campbeltown_1941.groupCustom.ASIA changed in second object (was special, is premium)
root.PBSD503_Campbeltown_1941.groupCustom.RU changed in second object (was special, is premium)
root.PGPA060_150MM_AP_PSGR_L3_7_SG.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 8.5)
root.PJSD803_False_Isokaze_1917.B_Hull_1925.health changed in second object (was 10300.0, is 5150.0)
root.PJSD803_False_Isokaze_1917.A1_120_40.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD803_False_Isokaze_1917.A1_120_40.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD803_False_Isokaze_1917.A1_120_40.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD803_False_Isokaze_1917.B1_120_40.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD803_False_Isokaze_1917.B1_120_40.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD803_False_Isokaze_1917.B1_120_40.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD803_False_Isokaze_1917.B1_120_40.HP_JGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD803_False_Isokaze_1917.A_Hull_1917.health changed in second object (was 6000.0, is 3000.0)
root.PJSC008_Myoko_1945.permoflages[0] changed in second object (was PJEP408_Myoko_1945, is PCEP117_Permo_Upgr_7_lvl)
root.PJSC008_Myoko_1945.A_Hull.sinkingEffects changed in second object (was , is PCXS006_Cruiser)
root.PJSC008_Myoko_1945.ArtilleryDefault.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC008_Myoko_1945.ArtilleryDefault.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC008_Myoko_1945.ArtilleryDefault.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC008_Myoko_1945.ArtilleryDefault.HP_JGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSC008_Myoko_1945.ArtilleryDefault.HP_JGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
